INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10016160	10	1	6160	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016170	10	1	6170	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016180	10	1	6180	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016190	10	1	6190	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016200	10	1	6200	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016210	10	1	6210	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016220	10	1	6220	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016230	10	1	6230	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016240	10	1	6240	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016250	10	1	6250	2	0	2	-1	31	-1	-1	310	73	-1	0	0	7	0	-1	0	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016260	10	1	6260	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016270	10	1	6270	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016280	10	1	6280	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016290	10	1	6290	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10016300	10	1	6300	2	0	2	-1	5	-1	-1	50	47	-1	0	0	7	0	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10017001	10	1	7001	2	0	2	-1	15	-1	-1	150	56	-1	0	0	7	0	-1	0	26	-1	-1	-1	-1	-1	12	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10018001	10	1	8001	2	0	2	-1	1	-1	-1	10	250	-1	0	0	7	99	-1	0	20000	20000	20000	2000	2000	2000	6	4000	50	170	53	70	97	570	88	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019000	10	1	9000	2	0	2	200	40	-1	-1	900	150	-1	2	0	7	0	-1	0	54	-1	-1	-1	-1	-1	12	10	0	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019100	10	1	9100	2	0	2	300	50	-1	-1	900	150	-1	2	0	7	0	-1	0	66	-1	-1	-1	-1	-1	18	14	20	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019200	10	1	9200	2	0	2	201	60	-1	-1	900	150	-1	2	0	7	0	-1	0	78	-1	-1	-1	-1	-1	12	18	0	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019300	10	1	9300	2	0	2	301	70	-1	-1	900	150	-1	2	0	7	0	-1	0	90	-1	-1	-1	-1	-1	18	21	20	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019400	10	1	9400	2	0	1	400	40	-1	-1	900	150	-1	2	0	7	0	-1	0	54	-1	-1	-1	-1	-1	50	2	0	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019500	10	1	9500	2	0	1	401	60	-1	-1	900	150	-1	2	0	7	0	-1	0	66	-1	-1	-1	-1	-1	50	3	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019600	10	1	9600	4	0	1	500	60	-1	-1	900	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	22	950	53	3	0	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019700	10	1	9700	4	0	2	501	60	-1	-1	900	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	53	5	12	24	0	150	50	3	97	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019701	10	1	9701	4	0	2	664	80	-1	-1	2000	195	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	0	90	12	45	53	6	97	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019801	10	1	9801	5	0	2	100	20	-1	-1	300	75	-1	0	0	7	0	-1	0	48	-1	-1	-1	-1	-1	0	50	6	20	12	20	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019802	10	1	9802	5	0	2	101	40	-1	-1	600	112	-1	0	0	7	0	-1	0	72	-1	-1	-1	-1	-1	0	100	6	40	12	40	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019803	10	1	9803	5	0	2	102	60	-1	-1	900	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	0	150	6	60	12	60	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019804	10	1	9804	5	0	2	500	60	-1	-1	900	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	22	950	53	3	0	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019805	10	1	9805	5	0	2	501	60	-1	-1	900	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	53	5	12	24	0	150	50	3	97	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019810	10	1	9810	5	0	2	658	80	-1	-1	2000	195	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	0	160	22	800	53	4	50	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019811	10	1	9811	5	0	2	664	80	-1	-1	2000	195	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	0	90	12	45	53	6	97	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019850	10	1	9850	4	0	18	750	100	50	90	2400	240	-1	0	0	7	0	-1	0	144	-1	-1	-1	-1	-1	0	270	22	1850	53	6	50	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019851	10	1	9851	4	0	2	762	100	50	90	2400	240	-1	0	0	7	0	-1	0	144	-1	-1	-1	-1	-1	0	195	12	55	53	7	97	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019852	10	1	9852	5	0	2	750	100	50	90	2400	240	-1	0	0	7	0	-1	0	144	-1	-1	-1	-1	-1	0	270	22	1850	53	6	50	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019853	10	1	9853	5	0	2	762	100	50	90	2400	240	-1	0	0	7	0	-1	0	144	-1	-1	-1	-1	-1	0	195	12	55	53	7	97	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019900	10	1	9900	4	0	1	102	60	-1	-1	21000	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019901	10	1	9901	4	0	1	501	60	-1	-1	21000	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019902	10	1	9902	4	0	1	500	60	-1	-1	21000	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019903	10	1	9903	4	0	1	658	80	-1	-1	29400	195	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019904	10	1	9904	4	0	1	664	80	-1	-1	29400	195	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019905	10	1	9905	4	0	1	670	90	-1	-1	29400	195	-1	0	0	7	0	-1	0	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019910	10	1	9910	5	0	1	102	60	-1	-1	21000	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019911	10	1	9911	5	0	1	501	60	-1	-1	21000	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019912	10	1	9912	5	0	1	500	60	-1	-1	21000	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019913	10	1	9913	5	0	1	658	80	-1	-1	29400	195	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019914	10	1	9914	5	0	1	664	80	-1	-1	29400	195	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10019915	10	1	9915	5	0	1	670	90	-1	-1	29400	195	-1	0	0	7	0	-1	0	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
####	以下是	剑侠武器							-1	-1																																																				
10020010	10	2	10	3	0	1	-1	1	-1	-1	100	50	-1	1	0	7	1	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	415000	-1	0	0	1
10020020	10	2	20	3	0	1	-1	10	-1	-1	120	62	-1	0~2	0	7	1	-1	0	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020030	10	2	30	3	0	1	-1	20	-1	-1	140	74	-1	0~3	0	7	1	-1	0	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020040	10	2	40	3	0	1	-1	30	-1	-1	160	86	-1	0~3	0	7	1	-1	0	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020050	10	2	50	3	0	1	-1	40	-1	-1	180	98	-1	0~3	0	7	1	-1	0	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020060	10	2	60	3	0	1	-1	50	-1	-1	200	110	-1	0~3	0	7	1	-1	0	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020070	10	2	70	3	0	1	-1	60	-1	-1	220	122	-1	0~3	0	7	1	-1	0	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020080	10	2	80	3	0	1	-1	70	-1	-1	240	134	-1	0~3	0	7	1	-1	0	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020090	10	2	90	3	0	1	-1	80	-1	-1	260	146	-1	0~3	0	7	1	-1	0	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020091	10	2	91	3	0	1	-1	46~50	-1	-1	280	158	-1	0~3	0	7	1	-1	0	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020092	10	2	92	3	0	1	-1	51~55	-1	-1	300	170	-1	0~3	0	7	1	-1	0	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020093	10	2	93	3	0	1	-1	56~60	-1	-1	320	182	-1	0~3	0	7	1	-1	0	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020094	10	2	94	3	0	1	-1	61~65	-1	-1	340	194	-1	0~3	0	7	1	-1	0	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020095	10	2	95	3	0	1	-1	66~70	-1	-1	360	206	-1	0~3	0	7	1	-1	0	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020096	10	2	96	3	0	1	-1	71~75	-1	-1	380	218	-1	0~3	0	7	1	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020097	10	2	97	3	0	1	-1	76~80	-1	-1	400	230	-1	0~3	0	7	1	-1	0	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020098	10	2	98	3	0	1	-1	81~85	-1	-1	420	242	-1	0~3	0	7	1	-1	0	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020099	10	2	99	3	0	1	-1	86~90	-1	-1	440	254	-1	0~3	0	7	1	-1	0	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020201	10	2	201	5	0	1	-1	10	-1	-1	100	50	-1	0	0	7	1	-1	0	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020202	10	2	202	5	0	1	-1	20	-1	-1	200	62	-1	0	0	7	1	-1	0	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020203	10	2	203	5	0	1	-1	30	-1	-1	300	75	-1	0	0	7	1	-1	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020204	10	2	204	5	0	1	-1	40	-1	-1	400	87	-1	0	0	7	1	-1	0	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020205	10	2	205	5	0	1	-1	50	-1	-1	500	100	-1	0	0	7	1	-1	0	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020206	10	2	206	5	0	1	-1	60	-1	-1	600	112	-1	0	0	7	1	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020207	10	2	207	5	0	1	-1	70	-1	-1	700	125	-1	0	0	7	1	-1	0	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020208	10	2	208	5	0	1	-1	80	-1	-1	800	137	-1	0	0	7	1	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020209	10	2	209	5	0	1	-1	90	-1	-1	900	150	-1	0	0	7	1	-1	0	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10020210	10	2	210	5	0	1	-1	100	50	90	1000	162	-1	0	0	7	1	-1	0	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10021001	10	2	1001	1	0	2	-1	1	-1	-1	10	50	-1	0	0	7	1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10021002	10	2	1002	1	0	21	-1	7	-1	-1	70	50	-1	0	0	7	1	-1	0	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10021101	10	2	1101	1	0	21	-1	10	-1	-1	100	50	-1	0	0	7	1	-1	0	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
