INT	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING			
101654	楼兰迷宫5	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101655	楼兰迷宫6	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101656	楼兰迷宫7	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101657	楼兰迷宫8	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101658	天山迷宫1	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600|562004	9503				-1				
101659	天山迷宫2	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101660	天山迷宫3	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101661	天山迷宫4	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101662	天山迷宫5	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101663	天山迷宫6	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101664	天山迷宫7	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101665	天山迷宫8	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101666	昆仑迷宫1	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600|562004	9504				-1				
101667	昆仑迷宫2	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101668	昆仑迷宫3	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101669	昆仑迷宫4	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101670	昆仑迷宫5	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101671	昆仑迷宫6	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101672	昆仑迷宫7	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101673	昆仑迷宫8	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101674	敦煌迷宫1	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600|562004	9505				-1				
101675	敦煌迷宫2	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101676	敦煌迷宫3	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101677	敦煌迷宫4	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101678	敦煌迷宫5	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101679	敦煌迷宫6	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101680	敦煌迷宫7	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101681	敦煌迷宫8	\t进入王国迷宫练级，单打独斗很划不来。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101682	凤翔	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101683	蔡州	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101684	秦岭	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101685	阿尔金山	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101686	碎叶城	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101687	红沙漠	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101688	撒马尔罕	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101689	巴格达	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101690	波斯高原	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101691	莫斯科	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101692	基辅公国	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101693	波兰	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101694	匈牙利	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101695	罗马	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
101696	拜占庭	\t进入领地练级，可不能逞匹夫之勇。你需要加入一个队伍，这会使你在相同时间内获得更多的经验。\n\t没有队伍不要紧，我会帮你寻找可以接纳你的队伍。	-1	302600					-1				
#	成2功能npc												
101700	楼兰离线代练	\t年轻人，你是否要在离线之前选择离线代练？这样可以节省你宝贵的时间和有限的精力。	-1	310401|310402					-1				
101701	天山离线代练	\t年轻人，你是否要在离线之前选择离线代练？这样可以节省你宝贵的时间和有限的精力。	-1	310401|310402					-1				
101702	昆仑离线代练	\t年轻人，你是否要在离线之前选择离线代练？这样可以节省你宝贵的时间和有限的精力。	-1	310401|310402					-1				
101703	敦煌离线代练	\t年轻人，你是否要在离线之前选择离线代练？这样可以节省你宝贵的时间和有限的精力。	-1	310401|310402					-1				
101704	大都离线代练	\t年轻人，你是否要在离线之前选择离线代练？这样可以节省你宝贵的时间和有限的精力。	-1	310401|310402					-1				
													
#	乞颜部大营	102000	102999										
102000	郭靖	\t虽然我长在草原，可是我是一个汉人。娘说总有一天我要回到中原，为父亲报仇！	-1						-1				
102001	桑昆	\t拖雷和华筝太没出息了，怎么会和郭靖这个穷小子一起玩？	-1						-1				
102002	拖雷	\t桑昆实在是太欺负人了，否则老实的郭靖怎么会气成这样？	-1		63				-1				
