INT	STRING	STRING	STRING	FLOAT	FLOAT	INT	INT	STRING	STRING	STRING	INT					
101155	109	迷宫六层	传送·迷宫六层	170	74	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101156	110	迷宫七层	传送·迷宫七层	102	65	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101157	111	迷宫八层	传送·迷宫八层	190	205	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101158	204	迷宫一层	传送·迷宫一层	79	182	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101159	205	迷宫二层	传送·迷宫二层	168	191	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101160	206	迷宫三层	传送·迷宫三层	60	138	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101161	207	迷宫四层	传送·迷宫四层	76	65	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101162	208	迷宫五层	传送·迷宫五层	198	51	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101163	209	迷宫六层	传送·迷宫六层	200	205	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101164	210	迷宫七层	传送·迷宫七层	199	185	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101165	211	迷宫八层	传送·迷宫八层	168	190	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101166	304	迷宫一层	传送·迷宫一层	45	80	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101167	305	迷宫二层	传送·迷宫二层	110	51	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101168	306	迷宫三层	传送·迷宫三层	198	93	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101169	307	迷宫四层	传送·迷宫四层	166	67	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101170	308	迷宫五层	传送·迷宫五层	174	60	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101171	309	迷宫六层	传送·迷宫六层	188	69	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101172	310	迷宫七层	传送·迷宫七层	108	45	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101173	311	迷宫八层	传送·迷宫八层	109	50	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101174	404	迷宫一层	传送·迷宫一层	81	81	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101175	405	迷宫二层	传送·迷宫二层	58	86	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101176	406	迷宫三层	传送·迷宫三层	174	202	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101177	407	迷宫四层	传送·迷宫四层	60	196	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101178	408	迷宫五层	传送·迷宫五层	183	210	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101179	409	迷宫六层	传送·迷宫六层	76	185	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101180	410	迷宫七层	传送·迷宫七层	103	206	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101181	411	迷宫八层	传送·迷宫八层	195	180	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
#	敦煌敦煌牧场															
134000	387	雄鹰长老	雄鹰长老	220.557159	202.130371	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134001	387	智者哈达	智者哈达	219.324646	196.004517	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134002	387	刀之灵	刀之灵	174.225571	140.038773	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134003	387	剑之灵	剑之灵	171.348038	137.656815	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134004	387	枪之灵	枪之灵	168.607147	135.179718	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134005	387	弓之灵	弓之灵	165.894989	132.17009	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134006	387	槌之灵	槌之灵	163.493546	128.739456	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134007	387	杖之灵	杖之灵	161.968719	125.173752	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134008	387	矛之灵	矛之灵	180.247269	132.213821	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134009	387	令之灵	令之灵	178.58313	128.877441	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134010	387	弩之灵	弩之灵	176.457062	126.093918	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134011	387	铳之灵	铳之灵	174.027771	123.481125	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134012	387	幡之灵	幡之灵	170.868988	121.818245	1	1	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134013	387	圣十字之灵	圣十字之灵	167.992661	120.462288	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134014	387	苍狼长老	苍狼长老	170.023788	127.453491	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134015	387	木图	木图	63.386337	126.47184	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134016	387	白鹿长老	白鹿长老	97.011986	110.091347	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134018	387	铁武	铁武	186.321823	41.771992	1	1	任务	e	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134021	387	草原狼	6级 草原狼	66	184	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
134023	387	草原棕熊	9级 草原棕熊	114	52	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
134025	387	铁虎	铁虎	173.911423	39.46244	1	1	任务	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134026	387	铁力	铁力	183.424942	36.825451	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134027	387	马	马	93	125	1	-1		m		0					
134037	387	金虎	金虎	40.5	74	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
134039	387	新兵装备	新兵装备	214	43	1	-1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
132159	387	珐琅	猎场商人珐琅	217.5	193	1	2	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
134038	387	敦煌猎场	传送·敦煌猎场	213	187	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
134067	387	孙俪	新手领奖大使	219.272079	207.982712	1	2	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
#	天山天山牧场										0					
128067	187	天山猎场	传送·天山猎场	57	71	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
128000	187	雄鹰长老	雄鹰长老	50.70816	81.144043	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128001	187	智者哈达	智者哈达	60.278076	70.797188	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128002	187	刀之灵	刀之灵	90.363792	127.737991	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128003	187	剑之灵	剑之灵	95.320389	131.089905	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128004	187	枪之灵	枪之灵	101.180649	133.203766	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128005	187	弓之灵	弓之灵	107.79718	132.908005	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128006	187	槌之灵	槌之灵	113.57933	130.846344	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128007	187	杖之灵	杖之灵	117.720581	126.793564	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128008	187	矛之灵	矛之灵	117.696442	116.768616	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128009	187	令之灵	令之灵	113.252609	114.167526	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128010	187	弩之灵	弩之灵	107.380066	112.78656	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128011	187	铳之灵	铳之灵	101.338013	112.785889	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128012	187	幡之灵	幡之灵	95.766716	114.811539	1	1	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128013	187	圣十字之灵	圣十字之灵	90.61097	117.428055	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128014	187	苍狼长老	苍狼长老	94.309845	122.979584	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128015	187	木图	木图	166.297226	87.94371	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128016	187	白鹿长老	白鹿长老	180.481018	108.53183	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128018	187	铁武	铁武	120	206	1	1	任务	e	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128021	187	草原狼	6级 草原狼	155	48	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
128023	187	草原棕熊	9级 草原棕熊	75	201	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
128025	187	铁虎	铁虎	113	197	1	1	任务	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128026	187	铁力	铁力	115	203	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128027	187	马	马	188	120	1	-1		m		0					
128037	187	金虎	金虎	43	144	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
128039	187	新兵装备	新兵装备	148	221	1	-1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
126133	187	珐琅	猎场商人珐琅	56.282043	87.612152	1	2	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
128068	187	孙俪	新手领奖大使	50.730312	76.218048	1	2	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
#	楼兰楼兰牧场										0					
125000	87	雄鹰长老	雄鹰长老	202.072708	74.228065	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125001	87	智者哈达	智者哈达	193.795334	84.419113	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125002	87	刀之灵	刀之灵	145.948013	105.703278	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125003	87	剑之灵	剑之灵	142.498581	106.767242	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125004	87	枪之灵	枪之灵	138.912964	107.348297	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125005	87	弓之灵	弓之灵	135.458237	106.93779	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125006	87	槌之灵	槌之灵	131.230957	106.392273	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125007	87	杖之灵	杖之灵	127.809647	104.865005	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125008	87	矛之灵	矛之灵	146.647934	94.060715	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125009	87	令之灵	令之灵	142.856567	92.600685	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125010	87	弩之灵	弩之灵	139.077652	91.691559	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125011	87	铳之灵	铳之灵	134.530548	91.384277	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125012	87	幡之灵	幡之灵	130.710617	92.406601	1	1	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125013	87	圣十字之灵	圣十字之灵	127.170868	94.255547	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125014	87	苍狼长老	苍狼长老	143.098633	99.575409	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125015	87	木图	木图	80.37986	72.49453	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125016	87	白鹿长老	白鹿长老	74.240761	116.547867	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125018	87	铁武	铁武	145	203	1	1	任务	e	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125021	87	草原狼	6级 草原狼	116	48	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
125023	87	草原棕熊	9级 草原棕熊	87	213	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
125025	87	铁虎	铁虎	121.298157	196.640442	1	1	任务	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125026	87	铁力	铁力	142.310608	197.184616	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125027	87	马	马	70	131	1	-1		m		0					
125037	87	金虎	金虎	216	173	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
125038	87	新兵装备	新兵装备	115	238	1	-1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
123833	87	珐琅	猎场商人珐琅	195.168686	69.704491	1	2	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
138038	87	孙俪	新手领奖大使	202.370575	77.827782	1	2	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
#	威海港										0					
143067	15	免费治疗师	[免费治疗师]	153.894135	91.461594	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143068	15	骑乘恢复人	[骑乘恢复人]	159.903885	91.489052	1	1	骑乘	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143069	15	宝库	[仓库管理]宝库	127.217392	111.140381	1	1	仓库	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143070	15	华芳宜	[药品店人]华芳宜	130.316254	111.28244	1	1	商店	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143049	15	陈季初	[谍影重重]陈季初	89.143974	143.187439	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143046	15	夏之章	[倾城火雷]夏之章	96.997513	91.19825	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143145	15	木图特尔	[黄道吉日]木图特尔	90.393906	100.833832	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143146	15	那海	[东海海图]那海	102.827591	97.214256	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143165	15	施耐庵	施耐庵	95.037918	121.394867	1	2	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143099	15	扬武号大副	扬武号大副	200.300995	139.353622	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143100	15	扬武号二副	扬武号二副	155.330032	138.152084	1	1	任务	e	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143101	15	扬武号船匠	扬武号船匠	154.66539	143.387955	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143102	15	扬武号船工	扬武号船工	199.2556	144.44455	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143103	15	扬武号帆手	扬武号帆手	196.066299	142.148758	1	1	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143104	15	扬武号炮手	扬武号炮手	153.873489	139.600067	1	1	任务	p	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143105	15	扬武号舵手	扬武号舵手	158	152	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143106	15	扬武号领航	扬武号领航	200.264221	134.924515	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
143162	15	贝鲁斯科特	贝鲁斯科特	90.339333	93.424515	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143029	15	范文虎	[心诚则灵]范文虎	124.934929	155.922577	1	2	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143075	15	杨宪	杨宪	122.33519	137.024475	1	2	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143076	15	高桥宗正	高桥宗正	120.378273	138.108932	1	2	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143033	15	洪茶丘	洪茶丘	128.14447	159.229538	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143044	15	海山	海山	153.456406	117.675735	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143032	15	李庭	李庭	128.126633	153.000702	1	2	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143158	15	李善长	李善长	191.168427	74.666534	1	2	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143039	15	“闹海蛟”陆庆	“闹海蛟”陆庆	177.399994	155	1	2	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143045	15	彭天鹰	彭天鹰	157.115479	118.282715	1	2	任务	p	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143159	15	“神童”宋濂	宋濂	190.574768	72.737801	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143167	15	施录	施录	93.298157	122.659645	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143030	15	许谨	许谨	122.262917	157.498657	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
143043	15	忻都	忻都	154.869522	119.281662	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
110102	15	天云水晶	天云水晶	82	69	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
85050	15	武藏流忍者	武藏流忍者	135	188	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster						
85051	15	甲贺流忍者	甲贺流忍者	102	69	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster						
85052	15	伊贺流忍者	伊贺流忍者	127	64.5	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster						
85053	15	伊纪流忍者	伊纪流忍者	100	188	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster						
85054	15	东海海图	东海海图	161	181	0	0	怪物	d		0					
85055	15	港口西	港口西	157	145	0	0	怪物	c		0					
85056	15	港口东	港口东	195	140	0	0	怪物	c		0					
85058	15	珍贵药材	珍贵药材	69	127	0	-1	风景	z		0					
85059	15	珍贵药材	珍贵药材	130	70	0	-1	风景	z		0					
#	天上人间·麒麟															
59500	39	疯狂的宝箱	疯狂的宝箱	139	147	0	-1	风景	z		0					
139023	39	谭梅	[前往勾栏曲台]谭梅	156.462967	59.483036	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
140910	39	怒焰之锤	[前往钧窑]怒焰之锤	40.666504	129.878983	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
145000	39	暴龙使者	[暴龙大作战]暴龙使者	71.446922	61.6133	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
145001	39	暴蓝	暴蓝	54.090714	75.9235	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
145002	39	暴红	暴红	86.252556	44.049541	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
145003	39	彩湘子	[疯狂的宝箱]彩湘子	128.05072	118.143974	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
145005	39	天上人间管理员	[天上人间出口]	208	207	1	2	传送	t	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
145006	39	旋转木马管理员	旋转木马管理员	70.74762	186.178314	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145007	39	摩天轮管理员	摩天轮管理员	167.497559	167.347824	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145008	39	驯兽师“小白”	驯兽师“小白”	110.044693	117.99939	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145009	39	鬼屋管理员	鬼屋管理员	132.031662	191.394791	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145012	39	魔女艾丽西丝	[水晶球总动员]艾丽西丝	196.362823	195.468491	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
145014	39	戏子“铜锤”	戏子“铜锤”	152.498001	39.800701	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145015	39	戏子“小生”	戏子“小生”	149.559998	41.593899	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145016	39	戏子“花旦”	戏子“花旦”	159.576492	39.800705	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145017	39	戏子“武丑”	戏子“武丑”	162.514008	41.8447	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145018	39	戏子“关公”	戏子“关公”	155.854004	39.064701	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145020	39	温柔的红兔子	温柔的红兔子	143.046005	202.598007	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145022	39	杂耍人“瘦猴”	杂耍人“瘦猴”	112.328125	173.701096	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145023	39	杂耍人“厚实”	杂耍人“厚实”	113.88488	177.192551	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145024	39	勾栏曲台主持人	勾栏曲台主持人	156.179886	44.098289	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145029	39	海盗船管理员	海盗船管理员	206.392288	115.995438	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145030	39	梦幻城堡管理员	梦幻城堡管理员	195.308044	67.760773	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
145053	39	小丑汤姆	乐透彩票大使	127	94	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
145054	39	猴子“顽皮”	[三番令兑换]顽皮	99.305489	140.625656	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
145055	39	小贩“梵特希”	小贩“梵特希”	120	96	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
