INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	CNC	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	STRING
71	1	色-头纱条纹女	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_8	2197	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
72	1	色-紫衣蒙面女	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_13	2198	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
73	1	色-绿衣头纱女	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_1	2199	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
74	1	色-红衣羽毛女	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_1	2200	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
75	1	汉-粉衣大肚男	1	1	-1	200	100	set:CJSH_NPC_touxiang_3 image:CJSH_NPC_touxiang_3_11	2022	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
76	1	欧-金发蓝衣男	1	1	-1	200	100	set:CJSH_NPC_touxiang_23 image:CJSH_NPC_touxiang_23_16	2129	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
77	1	欧-白衣盖头男	1	1	-1	200	100	set:CJSH_NPC_touxiang_23 image:CJSH_NPC_touxiang_23_13	2130	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
78	1	欧-橙发公爵男	1	1	-1	200	100	set:CJSH_NPC_touxiang_8 image:CJSH_NPC_touxiang_8_14	2131	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
79	1	欧-红衣睡衣男	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_1	2132	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
80	1	欧-粉衣拿破仑	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_2	2133	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
81	1	色-八一老爷	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_3	2201	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
82	1	色-黑衣大肚男	1	1	-1	200	100	set:CJSH_NPC_touxiang_9 image:CJSH_NPC_touxiang_9_15	2202	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
83	1	色-绿衣大肚男	1	1	-1	200	100	set:CJSH_NPC_touxiang_5 image:CJSH_NPC_touxiang_5_4	2203	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
84	1	蒙-粉袍男	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_4	2067	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
85	1	蒙-袒胸蓝衣男	1	1	-1	200	100	set:CJSH_NPC_touxiang_11 image:CJSH_NPC_touxiang_11_2	2069	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
86	1	蒙-商人男	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_5	2063	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
87	1	蒙-小披风男	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_6	2065	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
88	1	蒙-短袖牧民男	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_6	2066	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
89	1	汉-宁采臣	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_7	2005	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
90	1	汉-蓝衣露肩女	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_3	2033	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
91	1	蒙-纹身大肚男	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_8	2080	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
92	1	汉-老妇人	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_12	2038	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
93	1	蒙-鞭子牧民男	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_9	2068	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
94	1	蒙-骷髅手杖男	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_12	2079	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
95	1	色-短裤女	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_10	2196	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
96	1	马车_01	1	1	-1	200	100	set:CJSH_Ma_touxiang_2 image:CJSH_Ma_touxiang_2_5	2246	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
97	1	苏鲁锭	1	1	-1	200	100	set:HAN2_Monster_touxiang_18 image:HAN2_Monster_touxiang_18_14	2247	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
98	1	汉族公鸡_01	1	1	-1	200	100	set:CJSH_Monster_touxiang_5 image:CJSH_Monster_touxiang_5_3	2800	10	0	0	1000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
99	1	乃蛮_01	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_12	3000	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
100	1	乃蛮_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_5 image:CJSH_NPC_touxiang_5_10	3001	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
101	1	乃蛮_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_10	3002	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
102	1	乃蛮_04	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_10	3003	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
103	1	乃蛮_05	1	1	-1	200	100	set:CJSH_NPC_touxiang_5 image:CJSH_NPC_touxiang_5_10	3004	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
104	1	塔塔尔_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	3005	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
105	1	塔塔尔_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	3006	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
106	1	塔塔尔_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	3007	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
107	1	塔塔尔_04	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	3008	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
108	1	塔塔尔_05	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	3009	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
109	1	蔑尔乞_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_12	3010	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	121	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
110	1	蔑尔乞_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_13	3011	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	2	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
111	1	蔑尔乞_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_1 image:CJSH_NPC_touxiang_1_9	3012	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
112	1	蔑尔乞_04	1	1	-1	200	100	set:CJSH_NPC_touxiang_7 image:CJSH_NPC_touxiang_7_5	3013	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
113	1	蔑尔乞_05	1	1	-1	200	100	set:CJSH_NPC_touxiang_7 image:CJSH_NPC_touxiang_7_5	3014	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	3	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
114	1	蔑尔乞_06	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_13	3015	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
115	1	女真_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_11 image:CJSH_NPC_touxiang_11_15	3016	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
116	1	女真_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_11 image:CJSH_NPC_touxiang_11_16	3017	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
117	1	女真_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_16	3018	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
118	1	女真_04	1	1	-1	200	100	set:CJSH_NPC_touxiang_11 image:CJSH_NPC_touxiang_11_15	3019	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
119	1	俄罗斯_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_1 image:CJSH_NPC_touxiang_1_2	3020	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
120	1	俄罗斯_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_5	3021	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
121	1	俄罗斯_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_1 image:CJSH_NPC_touxiang_1_2	3022	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
122	1	俄罗斯_04	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_5	3023	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
123	1	俄罗斯_05	1	1	-1	200	100	set:CJSH_NPC_touxiang_1 image:CJSH_NPC_touxiang_1_2	3024	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
124	1	花剌子_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_11 image:CJSH_NPC_touxiang_11_14	3025	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
125	1	花剌子_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_7	3026	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
126	1	花剌子_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_7	3027	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
127	1	花剌子_04	1	1	-1	200	100	set:CJSH_NPC_touxiang_8 image:CJSH_NPC_touxiang_8_16	3028	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
128	1	花剌子_05	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_7	3029	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
129	1	花剌子_06	1	1	-1	200	100	set:CJSH_NPC_touxiang_11 image:CJSH_NPC_touxiang_11_14	3030	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
130	1	克烈_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_3 image:CJSH_NPC_touxiang_3_10	3031	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
131	1	克烈_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_9 image:CJSH_NPC_touxiang_9_2	3032	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
132	1	克烈_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_7 image:CJSH_NPC_touxiang_7_1	3033	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
133	1	克烈_04	1	1	-1	200	100	set:CJSH_NPC_touxiang_7 image:CJSH_NPC_touxiang_7_1	3034	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
134	1	克烈_05	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_13	3035	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
135	1	克烈_06	1	1	-1	200	100	set:CJSH_NPC_touxiang_3 image:CJSH_NPC_touxiang_3_10	3036	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
136	1	阿拉伯_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_3	3037	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
137	1	阿拉伯_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_11 image:CJSH_NPC_touxiang_11_14	3038	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
138	1	阿拉伯_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_7	3039	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
139	1	契丹_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_3 image:CJSH_NPC_touxiang_3_12	3040	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
140	1	契丹_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_14	3041	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
141	1	契丹_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_3 image:CJSH_NPC_touxiang_3_12	3042	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
142	1	契丹_04	1	1	-1	200	100	set:CJSH_NPC_touxiang_3 image:CJSH_NPC_touxiang_3_12	3043	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
143	1	日本_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3044	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
144	1	日本_02	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_15	3045	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
145	1	日本_03	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
146	1	蒙古兵_01	1	1	-1	200	100	set:CJSH_NPC_touxiang_11 image:CJSH_NPC_touxiang_11_1	3047	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
