INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
817	西辽崩烈炮弹	10440008	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
818	西辽地灵书	10450008	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
819	西辽碎魂珠	10460008	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
820	突厥江鸈矛	10350009	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
821	突厥蛟牙令	10360009	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
822	突厥燃眉弩	10370009	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
823	突厥射天铳	10380009	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
824	突厥缘魂圣十字	10390009	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
825	突厥避邪幡	10400009	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
826	突厥江鸈重盾	10410009	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
827	突厥雨露火	10420009	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
828	突厥无影弩箭	10430009	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
829	突厥破军炮弹	10440009	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
830	突厥天灵书	10450009	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
831	突厥烈狱珠	10460009	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
832	帮贡符	11990120	1	10	4	11990118	3	-1	-1	-1	-1	-1	-1	40	0	-1	-1	3	5000	-1		特殊道具
833	荣誉符	11990121	1	10	5	11990119	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	3	5000	-1		特殊道具
834	战龙碎刃	11033000	1	6	9	11041033	1	11041023	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		特殊道具
835	战龙甲片	11033001	1	3	9	11041043	1	11041013	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		特殊道具
836	战龙彩饰	11033002	1	7	9	11041053	1	11041003	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		特殊道具
837	金丝线（3个）	11010120	3	10	10	11020053	3	11990400	3	-1	-1	-1	-1	120	0	-1	-1	9	5000	-1		大师特级制造
838	无暇星辰	11000551	1	7	10	11000550	1	11990400	2	-1	-1	-1	-1	100	0	-1	-1	9	5000	-1		大师特级制造
839	五级融雪丹	12050094	1	10	10	12050093	1	11990400	1	-1	-1	-1	-1	100	0	-1	-1	9	5000	-1		大师特级制造
840	灵魂印	11000300	1	6	9	11000302	1	11030640	1	-1	-1	-1	-1	90	82800000	-1	210	9	5000	-1		大师专属制造
841	命中平衡神水	12041085	1	1	9	11041013	1	11990400	1	-1	-1	-1	-1	90	0	-1	-1	3	5000	-1		大师特级制造
842	闪避平衡神水	12041086	1	1	9	11041013	1	11990400	1	-1	-1	-1	-1	90	0	-1	-1	3	5000	-1		大师特级制造
843	暴击平衡神水	12041087	1	1	9	11041013	1	11990400	1	-1	-1	-1	-1	90	0	-1	-1	3	5000	-1		大师特级制造
844	韧性平衡神水	12041088	1	1	9	11041013	1	11990400	1	-1	-1	-1	-1	90	0	-1	-1	3	5000	-1		大师特级制造
845	混沌不灭丸（5个）	12041044	5	1	10	11020073	25	11020083	25	12041043	5	-1	-1	300	82800000	-1	213	9	5000	-1		增强药水
