INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING
125	41	50	王国-[10级]王城中心广场	127.95	118	137	1	1	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
126	44	15	威海港-[40级]威海港	117.5	114	137	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	50	127.95	118	王城-中心广场
127	41	50	王国-[10级]王城中心广场	127.95	118	138	1	1	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
128	44	15	威海港-[40级]威海港	117.5	114	138	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
129	42	0	大都-[40级]大都·中心城	126.8	173	139	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
130	43	51	边塞-[20级]边塞	126.599998	64	139	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	0	126.8	173	大都驿卒
131	42	0	大都-[40级]大都·中心城	126.8	173	140	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	126.599998	64	玉门关
132	43	51	边塞-[20级]边塞	126.599998	64	140	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	51	126.599998	64	玉门关
133	44	15	威海港-[40级]威海港	117.5	114	141	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
134	43	51	边塞-[20级]边塞	126.599998	64	141	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
135	44	15	威海港-[40级]威海港	117.5	114	142	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	126.599998	64	玉门关
136	43	51	边塞-[20级]边塞	126.599998	64	142	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	51	126.599998	64	玉门关
137	42	0	大都-[40级]大都·中心城	126.8	173	143	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
138	44	15	威海港-[40级]威海港	117.5	114	143	1	1	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
139	42	0	大都-[40级]大都·中心城	126.8	173	144	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
140	44	15	威海港-[40级]威海港	117.5	114	144	1	1	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
141	51	51	边塞-[20级]玉门关	126.599998	64	145	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	126.599998	64	玉门关
142	52	51	边塞-[20级]河西走廊	127	209	145	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	51	126.599998	64	玉门关
143	51	51	边塞-[20级]玉门关	126.599998	64	146	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	127	209	河西走廊
144	52	51	边塞-[20级]河西走廊	127	209	146	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	51	127	209	河西走廊
145	53	15	威海港-[40级]定海广场	117.5	114	147	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
146	54	15	威海港-[40级]怒威号	177.399994	135.300003	147	1	1	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
147	53	15	威海港-[40级]定海广场	117.5	114	148	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
148	54	15	威海港-[40级]怒威号	177.399994	135.300003	148	1	1	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	177.399994	135.300003	威海怒威号
149	11	0	大都-[40级]大都·中心城	126.8	173	149	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
150	16	0	大都-[40级]大都·崇天门	127	81	149	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
151	14	0	大都-[40级]大都·大相国寺	43	92	149	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[41级]大都·崇天门
152	19	0	大都-[40级]大都·赵王府	210	76	149	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[42级]大都·崇天门
153	15	38	大都-[40级]大都·西	157	135	149	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
154	12	37	大都-[40级]大都·东	128.5	123	149	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
155	13	36	大都-[40级]大都·南	128	98	149	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
156	17	2	大都-[40级]泰山	168	145	149	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
157	18	4	大都-[40级]太行山	144	38	149	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
158	11	0	大都-[40级]大都·中心城	126.8	173	150	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
159	16	0	大都-[40级]大都·崇天门	127	81	150	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
160	14	0	大都-[40级]大都·大相国寺	43	92	150	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
161	19	0	大都-[40级]大都·赵王府	210	76	150	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
162	15	38	大都-[40级]大都·西	157	135	150	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
163	12	37	大都-[40级]大都·东	128.5	123	150	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
164	13	36	大都-[40级]大都·南	128	98	150	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
165	17	2	大都-[40级]泰山	168	145	150	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
166	18	4	大都-[40级]太行山	144	38	150	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
167	11	0	大都-[40级]大都·中心城	126.8	173	151	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
168	16	0	大都-[40级]大都·崇天门	127	81	151	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
169	14	0	大都-[40级]大都·大相国寺	43	92	151	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
170	19	0	大都-[40级]大都·赵王府	210	76	151	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
171	15	38	大都-[40级]大都·西	157	135	151	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
172	12	37	大都-[40级]大都·东	128.5	123	151	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
173	13	36	大都-[40级]大都·南	128	98	151	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
174	17	2	大都-[40级]泰山	168	145	151	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
175	18	4	大都-[40级]太行山	144	38	151	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
176	11	0	大都-[40级]大都·中心城	126.8	173	152	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
177	16	0	大都-[40级]大都·崇天门	127	81	152	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
178	14	0	大都-[40级]大都·大相国寺	43	92	152	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
179	19	0	大都-[40级]大都·赵王府	210	76	152	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
180	15	38	大都-[40级]大都·西	157	135	152	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
181	12	37	大都-[40级]大都·东	128.5	123	152	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
182	13	36	大都-[40级]大都·南	128	98	152	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
183	17	2	大都-[40级]泰山	168	145	152	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
184	18	4	大都-[40级]太行山	144	38	152	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
185	11	0	大都-[40级]大都·中心城	126.8	173	153	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
186	16	0	大都-[40级]大都·崇天门	127	81	153	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
187	14	0	大都-[40级]大都·大相国寺	43	92	153	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
188	19	0	大都-[40级]大都·赵王府	210	76	153	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
189	15	38	大都-[40级]大都·西	157	135	153	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
190	12	37	大都-[40级]大都·东	128.5	123	153	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
191	13	36	大都-[40级]大都·南	128	98	153	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
192	17	2	大都-[40级]泰山	168	145	153	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
193	18	4	大都-[40级]太行山	144	38	153	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
194	61	3	中兴府	42	132	160	1	1	x:0.6 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	3	42	132	中兴府
195	62	8	领地-[60级]阿尔金山	227	163	160	1	40	x:0.5 y:0.5	800	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	3	42	132	中兴府
196	63	5	领地-[40级]凤翔府	129	32	161	1	40	x:0.2 y:0.8	500	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	186	232	领地大都南
197	64	36	大都-[40级]大都·南	186	232	161	1	1	x:0.2 y:0.6	0	-1	1524	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	186	232	领地大都南
198	65	11	领地-[70级]撒马尔罕	233	164	162	1	40	x:0.5 y:0.7	1100	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	10	49	120	红沙漠
199	66	10	红沙漠	49	120	162	1	1	x:0.5 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	10	49	120	红沙漠
200	1100	51	边塞-[20级]边塞	87	121	1100	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
201	1102	5	领地-[40级]凤翔府	146	60	1100	1	40	x:0.9 y:0.6	500	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
202	1103	8	领地-[60级]阿尔金山	96	138	1100	1	40	x:0.6 y:0.4	800	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
203	1104	11	领地-[70级]撒马尔罕	125	159	1100	1	40	x:0.5 y:0.4	1100	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
204	1105	17	领地-[80级]莫斯科公国	169	122	1100	1	40	x:0.4 y:0.3	1400	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
205	1106	20	领地-[90级]匈牙利王国	204	74	1100	1	40	x:0.3 y:0.4	1700	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
206	1107	23	领地-[100级]大马士革	115	82	1100	1	40	x:0.5 y:0.8	2000	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
207	1132	26	领地-[110级]对马岛	100	100	1100	1	999	x:0.9 y:0.4	2300	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
208	1110	30	领地-[120级]大理	100	100	1100	1	999	x:0.8 y:0.8	2600	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
209	1133	33	领地-[130级]婆罗洲	100	100	1100	1	999	x:0.7 y:0.9	2900	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	51	87	121	领地边塞
210	1102	5	领地-[40级]凤翔府	146	60	1102	1	1	x:0.9 y:0.6	500	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	5	146	60	凤翔府
211	1100	51	王国-[20级]楼兰边塞	87	121	1102	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	5	146	60	凤翔府
212	1103	8	领地-[60级]阿尔金山	96	138	1103	1	60	x:0.6 y:0.4	800	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	8	96	138	阿尔金山
213	1100	51	王国-[20级]楼兰边塞	87	121	1103	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	8	96	138	阿尔金山
214	1104	11	领地-[70级]撒马尔罕	125	159	1104	1	70	x:0.5 y:0.4	1100	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	11	125	159	撒马尔罕
215	1100	51	王国-[20级]楼兰边塞	87	121	1104	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	11	125	159	撒马尔罕
216	1105	17	领地-[80级]莫斯科公国	169	122	1105	1	80	x:0.4 y:0.3	1400	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	17	169	122	莫斯科公国
217	1100	51	王国-[20级]楼兰边塞	87	121	1105	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	17	169	122	莫斯科公国
218	1106	20	领地-[90级]匈牙利王国	204	74	1106	1	90	x:0.3 y:0.4	1700		-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	20	204	74	匈牙利
219	1100	51	王国-[20级]楼兰边塞	87	121	1106	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	20	204	74	匈牙利
220	1107	23	领地-[100级]大马士革	115	82	1107	1	100	x:0.5 y:0.8	2000	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	23	115	82	大马士革
221	1100	51	王国-[20级]楼兰边塞	87	121	1107	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	23	115	82	大马士革
222	1110	30	领地-[120级]大理	100	100	1110	1	999	x:0.8 y:0.9	2600	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	33	100	100	大理
223	1100	51	王国-[20级]楼兰边塞	87	121	1110	1	1	x:0.5 y:0.5	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	33	100	100	大理
224	1201	50	王国-[10级]王城中心广场	127.95	118	1111	1	1	x:0.2 y:0.2	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
225	1202	104	王国迷宫-[25级]迷宫一层	201.5	64	1111	1	25	x:0.2 y:0.55	0	-1	1492	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
226	1203	105	王国迷宫-[40级]迷宫二层	45	80	1111	1	25	x:0.3 y:0.6	0	-1	1493	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
227	1204	106	王国迷宫-[50级]迷宫三层	66	197	1111	1	25	x:0.4 y:0.65	0	-1	1494	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
228	1205	107	王国迷宫-[60级]迷宫四层	109	204	1111	1	25	x:0.5 y:0.6	0	-1	1495	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
229	1206	108	王国迷宫-[70级]迷宫五层	178	41	1111	1	25	x:0.6 y:0.7	0	-1	1496	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
230	1207	109	王国迷宫-[80级]迷宫六层	170	74	1111	1	25	x:0.7 y:0.4	0	-1	1497	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
231	1208	110	王国迷宫-[90级]迷宫七层	102	65	1111	1	25	x:0.75 y:0.5	0	-1	1498	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
232	1209	111	王国迷宫-[100级]迷宫八层	190	205	1111	1	25	x:0.7 y:0.6	0	-1	1499	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	50	127.95	118	王城-中心广场
233	1201	50	王国-[10级]王城中心广场	127.95	118	1112	1	25	x:0.2 y:0.2	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
234	1202	104	王国迷宫-[25级]迷宫一层	201.5	64	1112	1	25	x:0.2 y:0.55	0	-1	1492	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
235	1203	105	王国迷宫-[40级]迷宫二层	45	80	1112	1	25	x:0.3 y:0.6	0	-1	1493	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
236	1204	106	王国迷宫-[50级]迷宫三层	66	197	1112	1	25	x:0.4 y:0.65	0	-1	1494	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
237	1205	107	王国迷宫-[60级]迷宫四层	109	204	1112	1	25	x:0.5 y:0.6	0	-1	1495	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
238	1206	108	王国迷宫-[70级]迷宫五层	178	41	1112	1	25	x:0.6 y:0.7	0	-1	1496	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
239	1207	109	王国迷宫-[80级]迷宫六层	170	74	1112	1	25	x:0.7 y:0.4	0	-1	1497	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
240	1208	110	王国迷宫-[90级]迷宫七层	102	65	1112	1	25	x:0.75 y:0.5	0	-1	1498	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
241	1209	111	王国迷宫-[100级]迷宫八层	190	205	1112	1	25	x:0.7 y:0.6	0	-1	1499	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	104	201.5	64	王国迷宫-[25级]迷宫一层
242	1201	50	王国-[10级]王城中心广场	127.95	118	1113	1	25	x:0.2 y:0.2	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	105	45	80	王国迷宫-[40级]迷宫二层
243	1202	104	王国迷宫-[25级]迷宫一层	201.5	64	1113	1	25	x:0.2 y:0.55	0	-1	1492	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	105	45	80	王国迷宫-[40级]迷宫二层
244	1203	105	王国迷宫-[40级]迷宫二层	45	80	1113	1	25	x:0.3 y:0.6	0	-1	1493	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	105	45	80	王国迷宫-[40级]迷宫二层
245	1204	106	王国迷宫-[50级]迷宫三层	66	197	1113	1	25	x:0.4 y:0.65	0	-1	1494	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	105	45	80	王国迷宫-[40级]迷宫二层
246	1205	107	王国迷宫-[60级]迷宫四层	109	204	1113	1	25	x:0.5 y:0.6	0	-1	1495	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	105	45	80	王国迷宫-[40级]迷宫二层
247	1206	108	王国迷宫-[70级]迷宫五层	178	41	1113	1	25	x:0.6 y:0.7	0	-1	1496	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	105	45	80	王国迷宫-[40级]迷宫二层
248	1207	109	王国迷宫-[80级]迷宫六层	170	74	1113	1	25	x:0.7 y:0.4	0	-1	1497	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	105	45	80	王国迷宫-[40级]迷宫二层
249	1208	110	王国迷宫-[90级]迷宫七层	102	65	1113	1	25	x:0.75 y:0.5	0	-1	1498	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	105	45	80	王国迷宫-[40级]迷宫二层
