INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	FLOAT	INT	STRING	STRING	INT	INT	CNC	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	FLOAT
35	-1	惩戒		先知的基础攻击技能		CJSH_equip_jian_1_3	0	1	1300	-1	-1	-1	-1	1	1	0	0	1	0	2	234		102;103	0	0	0	1	0	0	16	-1	0	1	0	1	|生效一次的附加效果1	351	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
36	-1	巫咒		萨满的基础攻击技能		CJSH_equip_jian_1_3	0	1	1300	-1	-1	-1	-1	1	1	0	0	1	0	2	235		102;103	0	0	0	1	0	0	16	-1	0	1	0	1	|生效一次的附加效果1	361	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
37	0	武士普通攻增长怒气	系统预留	系统预留		Ability_BackStab	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	200		201	0	0	1	2	-1	0|0|0|0|0	0|0|0|0|0	1	0	0	0	0	|生效一次的附加效果1	316	-1	-1		0	0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
38	6	预留技能	系统预留	系统预留		Ability_BackStab	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	2	237		201	0	0	0	1	-1	0|0|0|0|0	2|2|2|2|2	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
39	6	预留技能	系统预留	系统预留		Ability_BackStab	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	2	238		201	0	0	0	1	-1	0|0|0|0|0	2|2|2|2|2	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
40	-1	1	引导吃药	引导吃药		Food_1	0	5	800|800|800|800|800|	-1|-1|-1|-1|-1	5000|5000|5000|5000|5000|	-1	-1	0	-1	-1	0	1	-1	2	239	200	201	0	0	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	1000	0	0	0	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
41	-1	2	标准吃食物	标准吃食物		Food_1	0	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	0	-1	-1	0	1	-1	1	240	200	201	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	2000	0	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
42	-1	马奶吃药	引导吃药	引导吃药		CJSH_item_juqing_11	0	5	30000|30000|30000|30000|30000	-1|-1|-1|-1|-1	5000|5000|5000|5000|5000|	-1	-1	0	1	0	0	1	-1	2	21	200	201	0	0	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	1000	0	0	0	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
49	-1	婚礼专用	婚礼专用	婚礼专用		Food_1	0	1	5000	-1	-1	-1	-1	0	1	0	0	1	-1	2	24		201	0	0	0	0	-1	0	-1	1	0	0	0	0	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
50	-1	IB吃药	IB吃药	IB吃药		Food_1	0	1	60000	-1	-1	-1	-1	0	1	0	0	1	-1	2	25		201	0	0	0	0	-1	0	-1	1	0	0	0	0	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
51	-1	标准吃药（瞬发）	标准吃药	标准吃药		Food_1	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	2	20		201	0	0	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	0	0	0	0	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
52	-1	进餐(IB吃药)	标准吃食物	标准吃食物		Food_1	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	2	200		201	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	2000	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
53	-1	使用药膏	标准引导吃药	标准引导吃药		Food_1	0	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	1	200	200	201	0	3	0	1	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	2000	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
54	-1	召唤坐骑	标准聚气乘骑	标准聚气乘骑		Food_1	0	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	0	200	200	201	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	0	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
55	-1	学习配方	学习配方	学习配方		Ability_BackStab	0	5	0|0|0|0|1	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	1	1	0	1	0	0	1	0	0	200	200	-1	0	0	0	4	-1	0|0|0|0|0	2|2|2|2|2	-1	0	0	0	1	|生效一次的附加效果1	105|105|105|105|105	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	0	0	-1	-1	1	-1	360	1	-1	0	0	0	1	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
56	-1	标准喂养宠物	标准引导吃药	标准引导吃药		Food_1	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	2	200		201	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	0	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	1	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
57	-1	标准瞬发使用物品	标准聚气乘骑	标准聚气乘骑		Food_1	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	2	200		201	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	0	0	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
58	-1	操作中	标准使用配方	标准使用配方		Food_1	0	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	0	200	200	201	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	0	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
59	-1	长CD吃药	标准吃药	标准吃药		Food_1	0	5	60000|60000|60000|60000|60000|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	2	22		201	0	0	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	0	0	0	0	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
60	-1	短CD吃药	标准吃药	标准吃药		Food_1	0	5	10000|10000|10000|10000|10000|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	2	23		201	0	0	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	0	0	0	0	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
61	-1	生活技能吃药（红）	标准吃药	标准吃药		Food_1	0	5	60000|60000|60000|60000|60000|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	0	1	-1	2	24		201	0	0	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	0	0	0	0	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
62	-1	先知慢回药	标准使用配方	标准使用配方		Food_1	0	1	30000	-1	30000	-1	-1	0	0	0	0	1	-1	1	201	125	137	0	3	0	0	-1	0	-1	1	5000	0	0	1	|生效一次的附加效果1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
63	-1	萨满慢回药	标准使用配方	标准使用配方		Food_1	0	1	30000	-1	30000	-1	-1	0	0	0	0	1	-1	1	201	125	137	0	3	0	0	-1	0	-1	1	5000	0	0	1	|生效一次的附加效果1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
64	-1	10秒IB吃药	IB吃药	IB吃药		Food_1	0	1	10000	-1	-1	-1	-1	0	1	0	0	1	-1	2	202		201	0	0	0	0	-1	0	-1	1	0	0	0	0	|生效一次的附加效果1	1|1|1|1|1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
65	-1	跳舞中3	标准使用配方	标准使用配方		Food_1	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	300000000|300000000|300000000|300000000|300000000	-1	-1	0	0	0	0	1	-1	1	254	182	181	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	1000	0	0	1	|生效一次的附加效果1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
66	-1	跳舞中4	标准使用配方	标准使用配方		Food_1	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	300000000|300000000|300000000|300000000|300000000	-1	-1	0	0	0	0	1	-1	1	253	183	182	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	1000	0	0	1	|生效一次的附加效果1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
67	-1	跳舞中5	标准使用配方	标准使用配方		Food_1	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	300000000|300000000|300000000|300000000|300000000	-1	-1	0	0	0	0	1	-1	1	252	184	183	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	1000	0	0	1	|生效一次的附加效果1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
68	-1	跳舞中6	标准使用配方	标准使用配方		Food_1	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	300000000|300000000|300000000|300000000|300000000	-1	-1	0	0	0	0	1	-1	1	251	185	184	0	3	0	0	-1	0|0|0|0|0	-1|-1|-1|-1|-1	1	1000	0	0	1	|生效一次的附加效果1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	100	100	-1
