INT	INT	STRING	STRING	STRING	STRING	STRING
302	0	哪个不是运动漫画？	足球小子	网球王子	灌篮高手	犬夜叉
303	0	音乐之父是？	巴特	巴赫	巴乔	巴萨
304	0	歌曲之王是？	舒伯特	舒马赫	舒肤佳	枢密使
305	0	下列哪个不是音乐家？	莫扎特	贝多芬	爱迪生	施特劳斯
306	0	被誉为“生命之河”的是？	黄河	印度河	多瑙河	尼罗河
307	0	埃及最大的金字塔是？	胡夫	阿肯那顿	拉美西斯	图坦卡蒙
308	0	丹麦最有名的鱼是？	鲸鱼	鲨鱼	金枪鱼	美人鱼
309	0	现任铂金协会的代言人是？	张曼玉	章子怡	巩俐	杨紫琼
310	0	希腊神话中的三处女神没有谁？	雅典娜	阿忒弥斯	赫拉	赫斯提亚
311	0	希腊神话中的狮身女怪叫做什么？	斯芬克斯	阿努比斯	潘多拉	阿基留斯
312	0	哪个不是中国古代四大神兽？	麒麟	凤凰	朱雀	玄武
313	0	米妮头上的蝴蝶结是什么颜色？	红色	蓝色	粉色	白色
314	0	哪个不是欧美品牌？	香奈儿	迪奥	兰芝	雅诗兰黛
315	0	绿野仙踪中小女孩的鞋子是什么颜色？	红色	黑色	紫色	白色
316	0	号称要把美白进行到底的台湾美容达人是？	大S	小S	伊能静	侯佩岑
317	0	香水瓶的容量没有多少毫升？	30ml	50ml	800ml	100ml
318	0	哪款不是dior的香水？	绿毒	甜心	沙丘	催眠
319	0	犬夜叉是？	妖怪	半妖	狗	狼
320	0	阿拉丁神灯中主人公是？	阿拉甲	阿拉乙	阿拉丙	阿拉丁
321	0	发现新大陆的是?	哥伦布	弟伦布	姐伦布	妹伦布
322	0	只拥有一只写轮眼的木叶忍者是？	卡卡南	卡卡北	卡卡西	卡卡东南西北中发白
323	0	将九尾妖狐封入鸣人体内的是？	姜子牙	如来佛祖	第四代火影 	第四代防火墙
324	0	什么医院从不给人看病？	精神病院	牙医诊所	宠物医院	儿科医院
325	0	莎士比亚的悲剧是？	哈雷	哈利路亚	哈姆雷特	撒哈拉
326	0	PUMA是什么类型的品牌？	休闲	运动	奢侈	嘻哈
327	0	图坦卡蒙陵墓在？	希腊	意大利	埃及	印度
328	0	加勒比海最有名的是？	海水	鲨鱼	船只	海盗
329	0	文艺复兴时期，美术三杰没有哪个？	梵高	达芬奇	米开朗基罗	拉斐尔
330	0	向日葵的画家是？	凡尔赛	梵低	高梵	梵高
331	0	巴洛克是什么意思？	咖啡厅	艺术风格	画廊	电影院
332	0	香水不能喷在哪儿？	耳后	手腕	腰	鞋里
333	0	2008年下半年上映的影片中会武功的动物是？	狸猫	家猫	熊猫	加菲猫
334	0	狮子王中辛巴和刀疤的关系是？	父子	兄弟	叔侄	朋友
335	0	迪士尼动画人物“斑比”是？	小鹿	小马	小驴	小猫
336	0	梦游仙境的小女孩叫做？	艾丝丽	爱丽丝	丽丝爱	爱莉丝
337	0	迪士尼动画片中的斑点狗总过有多少只？	99	100	101	102
338	0	替父从军的女子叫做？	木兰花	兰木花	花木兰	花木蓝
339	0	大力水手每次变得有力气是因为他每次都吃？	茼蒿	白菜	洋白菜	菠菜
340	0	灰姑娘参加舞会的马车是用什么东西变的？	丝瓜	木瓜	南瓜	菜瓜
341	0	白雪公主躺在什么里面被王子救醒的？	木棺材	铁棺材	水晶棺	钢棺材
342	0	哪一个不是国产动画片？	神笔马良	铁臂阿童木	天书奇谭	舒克和贝塔
343	0	动画片《希瑞》中的著名台词？	“赐予我希望吧”	“赐予我力量吧”	“赐予我智慧吧”	“赐予我爱情吧”
344	0	《忍者神龟》讲的是几只基因突变的乌龟的故事？	1	2	3	4
345	0	小丸子的全名是？	柠檬小丸子	樱桃小丸子	荔枝小丸子	水蜜桃小丸子
346	0	以下哪个小孩最聪明？	蜡笔小新	樱桃小丸子	柯南	野比
347	0	浪客剑心脸上的疤是什么图案？	○	◇	△	X
348	0	越前龙马是个什么项目运动员？	足球	网球	篮球	水球
349	0	《X猫淘气三千问》里，那只猫是什么颜色的？	蓝色	绿色	白色	黑色
350	0	《宠物小精灵》里的反叛角色叫做什么？	山猫队	黄蜂队	湖人队	火箭队
351	0	《黑猫警长》里的一只有名的老鼠叫做？	半只耳	一只耳	二只耳	三只耳
352	0	《蓝精灵》里邪恶的巫师叫做？	巫格格	巫巫格	格巫格	格格巫
353	0	《圣斗士星矢》里的女神叫做？	戴安娜	雅典娜	狄安娜	维纳斯
354	0	《幽游白书》里面一天到晚叼着奶嘴的人是？	飞影	藏马	小阎王	桑原
355	0	《幽游白书》的作者叫做？	富坚博义	富博义坚	富义博坚	富坚义博
356	0	宫城良田在球队中的位置是？	大前锋	小前锋	后卫	中锋
357	0	哪个不是埃及的特色？	金字塔	沙漠	狮身人面像	巧克力
358	0	围巾不能临时当成什么用？	腰带	发带	口罩	袜子
359	0	麦兜是？	一个兜儿	一个卖场名字	一只小猪	一只小狗
360	0	《空中大灌篮》里是谁把乔丹请去帮忙的？	鸭子	兔八哥	猫猫	小狗
361	0	埃及首都是？	开心	罗马	开罗	开普敦
362	0	《幽游白书》里有妖狐之称的是？	藏马	飞影	桑原	幽助
363	0	比卡丘的主人是？	喵喵	火箭队	小智	杰尼龟
364	0	比卡丘的能力是？	风	火	电	水
365	0	比卡丘的颜色是？	红色	黄色	绿色	白色
366	0	机器猫也叫做？	多啦A梦	多啦B梦	多啦C梦	多啦D梦
367	0	机器猫的耳朵怎么没有的？	睡觉时被老鼠啃掉的	天生没有长	被磕掉的	耳朵太小看不到
368	0	藤原拓海是什么漫画里的主人公？	头文字A	头文字B	头文字C	头文字D
369	0	藤原拓海家里是卖什么的？	牛奶	豆腐	饼干	面包
370	0	皮诺曹说谎时什么地方会变长？	嘴	耳朵	手	鼻子
371	0	超人的外穿“内裤”是什么颜色？	白色	黑色	红色	蓝色
372	0	哪个不是最近热播的美剧？	迷失	越狱	绝望主妇	成长的烦恼
373	0	《泰坦尼克号》里最著名的珠宝叫做？	大地之心	海洋之心	天空之心	森林之心
374	0	《迷失》里，飞机失事在哪儿？	小岛	沙漠	高山	沼泽
375	0	《罗马假日》里的女演员叫做？	奥黛丽赫本	茱莉亚罗伯茨	苏菲玛索	索菲亚罗兰
376	0	香奈儿5号的最有名的代言人是？	章子怡	安吉丽娜朱莉	梦露	张曼玉
377	0	梦露招牌动作身穿的裙子颜色是？	黑色	白色	灰色	紫色
378	0	指环王又叫做？	摩羯	魔界	魔戒	魔劫
379	0	星球大战里的剑叫做？	鸳鸯剑	激光剑	水晶剑	金刚剑
380	0	《拯救大兵XX》里，要拯救的人叫做？	瑞奇	奇瑞	瑞恩	恩瑞
381	0	获得奥斯卡奖最著名的同性恋影片是？	背背山	拉拉山	断背山	背断山
382	0	指环王第三部叫做？	国王回来	王者归来	双塔奇兵	护戒使者
383	0	哪个是悲剧片？	人鬼情未了	阿甘正传	不见不散	侏罗纪公园
384	0	尼古拉斯凯奇的成名影片是？	神父	父亲	父母	教父
385	0	哪个电影是歌舞剧？	魂断蓝桥	乱世佳人	音乐之声	卡萨布兰卡
386	0	《花样年华》的女主角是？	巩俐	章子怡	张曼玉	杨紫琼
387	0	《满城尽带黄金甲》的主题曲是？	梅花台	荷花台	兰花台	菊花台
388	0	《侏罗纪公园》中最厉害的恐龙是？	剑龙	翼龙	雷龙	霸王龙
389	0	哪个电影不是斯皮尔伯格导演的？	大白鲨	侏罗纪公园	拯救大兵瑞恩	集结号
390	0	电影《古墓丽影》的女主角是？	奥黛丽赫本	茱莉亚罗伯茨	苏菲玛索	安吉丽娜朱莉
391	0	谁没有出演过007中的邦德？	肖恩·康纳利	布鲁斯南	汤米克鲁斯	丹尼尔·克雷格
392	0	《大话西游》的男主角是？	周星驰	周杰伦	周润发	周星星
393	0	《大话西游》中的女主角叫做？	绿霞仙子	紫霞仙子	粉霞仙子	金霞仙子
394	0	《甜蜜蜜》男主角是？	晚霞	黎明	夕阳	朝霞
395	0	乱马变身后是？	小猪	小猫	小狗	女人
396	0	哪个是《变形金刚》里的人物？	大黄蜂	小黄蜂	中黄蜂	迷你黄蜂
397	0	《画皮》里周迅演的是？	蛇精	狐狸精	蜘蛛精	吸血鬼
398	0	哪个不是《画皮》里的主演？	周迅	赵薇	杨坤	陈坤
399	0	《我的野蛮女友》里女主角让男主角做过什么事？	抱着鞋子跳舞	买鞋	穿女鞋	抱着鞋子唱歌
400	0	《憨豆先生》随身携带的玩具是？	小熊	小猫	小狗	小猪
401	0	以下哪个影片不是周迅主演的？	桔子红了	如果爱	画皮	花样年华
402	0	《无间道》主演没有谁？	梁朝伟	刘德华	曾志伟	金城武
403	0	《无间道》总共几部？	1	2	3	4
404	0	哪个不是周星驰主演的电影？	大话西游	长江七号	唐伯虎点秋香	如果爱
405	0	《喜剧之王》的主演没有以下哪个？	周星驰	张柏芝	莫文蔚	谢霆锋
406	0	以下哪个是著名内裤品牌？	OK	CK	QK	RK
407	0	NO.5是哪个品牌的经香水？	美宝莲	CK	香奈儿	宝姿
408	0	谁演过韦小宝？	周星驰	周杰伦	周润发	周星星
409	0	韦小宝的公主老婆叫做？	建安公主	健康公主	建宁公主	建设公主
410	0	韦小宝的一个老婆叫做？	宝儿	单儿	双儿	对儿
411	0	韦小宝的一个老婆曾是什么岛的岛主夫人？	神奇岛	神龙岛	神秘岛	神话岛
412	0	《神话》的主题曲是孙楠和谁一起唱的？	成龙	金喜善	韩红	韩晶
413	0	《十全九美》里的鲁班秘籍叫做？	《缺心眼》	《缺一门》	《缺德门》	《缺十门》
414	0	《十全九美》里太子身边的两个贴身太监是谁扮演的？	后街男孩	后舍男孩	前舍男孩	前街男孩
415	0	刘若英的外号是？	牛奶	奶茶	咖啡	可可
416	0	《流星花园》的主演组合叫做？	F1	F2	F3	F4
417	0	疯狂的石头里那块石头是？	翡翠	珍珠	钻石	玉
418	0	傻根的扮演者叫做？	王宝强	李宝强	张宝强	赵宝强
419	0	《士兵突击》的男主角是？	王宝强	李宝强	张宝强	赵宝强
420	0	《大灌篮》的男主角是谁？	周星驰	周杰伦	周润发	周星星
421	0	机器猫的作者是？	藤子不一雄	藤子不二雄	藤子不三雄	藤子不四雄
422	0	哪个地方是地球上经常发生神秘失踪的地方之一？	埃及	百慕大三角洲	沙漠	非洲
423	0	紫霞仙子在至尊宝的心里留下的是什么？	一滴水	一滴泪	一颗心	一个告白
424	0	紫霞仙子最后死在了谁的怀里？	至尊宝	牛魔王	铁扇公主	唐僧
425	0	柯南的爸爸是做什么的？	侦探	小说家	商人	律师
426	0	柯南的妈妈是做什么的？	歌手	演员	模特	老板
427	0	柯南里博士叫做？	阿海博士	阿力博士	阿明博士	阿路博士
428	0	柯南的女朋友叫做？	小兰	小绿	小紫	小白
429	0	小白是谁的宠物？	樱桃小丸子	蜡笔小新	野比	麦兜
430	0	天龙八部里阿朱的妹妹叫做？	阿紫	阿兰	阿翠	阿玉
431	0	天龙八部里大理段氏的绝学叫做？	阴阳指	一阳指	一指禅	一剪梅
432	0	满城尽带黄金甲中主题曲是谁唱的？	周星驰	周杰伦	周润发	周星星
433	0	古天乐版的神雕侠侣中，小龙女的扮演者是？	李若彤	范文芳	周迅	章子怡
434	0	猫和老鼠里的小老鼠叫做？	汤姆	汤米	杰瑞	杰森
435	0	猫和老鼠里的猫叫做？	汤姆	汤米	杰瑞	杰森
436	0	天下无贼里的女主角是？	刘若英	周迅	李若彤	范文芳
437	0	十面埋伏的女主角是？	李若彤	范文芳	周迅	章子怡
438	0	疯狂的石头里宝马车的车标BMW被叫做？	别摸我	别打我	别爱我	别烦我
439	0	里维斯的英文拼写是？	Levi's 	Lev'is	Levis	Leve's
440	0	基努.里维斯主演的电影叫做？	明日帝国	黑客帝国	凯撒帝国	罗马帝国
441	0	七七事变是?	卢沟桥事变	芦沟路事变	凯达格兰大道事件	我变我变我变变变
442	0	黄秋生和周杰伦演的开汽车的电影是？	头文字A	头文字B	头文字C	头文字D
443	0	“韦小宝”和下面什么词最接近？	帅哥	美女	无赖	丑女
444	0	张艺谋在88年在柏林电影节上获金熊奖的那个电影是？	红薯	红高粱	红豆	闪闪的红星
445	0	我爱罗头上刻的字是什么？	我	爱	罗	你
446	0	自由女神像手里拿的是什么？	独立宣言	汉堡包	薯条	可乐
447	0	本.拉登是哪里人？	阿拉伯人	美国人	中国人	非洲人
448	0	埃及首都是？	开封	开罗	开心	开福
449	0	有“雾都”之称的城市是？	伦敦	巴黎	华盛顿	华沙
450	0	“我煮狗鸡蛋”这句话是《奋斗》里谁说的话？	向南	杨晓芸	夏琳	米莱
451	0	陆涛的扮演者是？	佟大为	佟小为	李小璐	李大璐
452	0	《奋斗》里夏琳最后嫁给谁了？	华子	向南	陆涛	猪头
453	0	你觉得锻炼身体最有效的方法是？	跑步	上网聊天	吃霸王餐	泡妞
454	0	您认为黑客是？	计算机技术很高的人	长的黑的人	喜欢穿黑衣服的人	姓黑名客的人
455	0	在哈利波特第一部中，哈利被邀请到一个地方念书，这个地方是？	霍格沃兹扫盲班	宋江武校	圣布鲁斯安全中心少年犯学校	霍格沃兹魔法学校
456	0	在哈利波特第一部中，伏地魔想要偷的是？	粪石	胆结石	小布什	魔法石
457	0	加勒比海盗里的海盗船长叫做？	杰克船长	杰克逊船长	杰杰船长	杰尼龟船长
458	0	加勒比海盗三里有一个华人影星是？	周星驰	周杰伦	周润发	周星星
459	0	《奋斗》讲的是那个年代的人？	60后	70后	80后	90后
460	0	《奋斗》中夏琳去哪个国家留学？	英国	美国	法国	德国
461	0	露露最终嫁给了谁？	华子	向南	陆涛	猪头
462	0	灌篮高手里红头发的人物叫什么？	流川枫	三井	樱木花道	仙道
463	0	灌篮高手是关于什么运动的动画片?	足球	篮球	高尔夫球	乒乓球
464	0	柯南原名叫什么?	工藤新一	樱木花道	机器猫	毛利小五郎
465	0	小火龙的属性是?	冰	水	火	风
466	0	头文字D中拓海家是卖什么的?	豆腐	饼干	面包	饺子
467	0	流川枫球衣号码是?	100	10	7	11
468	0	多拉A梦的道具有?	任意门	任意窗	大刀	金箍棒
469	0	多拉A梦是?	老虎	老鼠	猫	狗
470	0	多拉A梦被老鼠咬掉的是?	胳膊	鼻子	腿	耳朵
471	0	皮卡丘是什么颜色的?	黄	绿	白	灰
472	0	足球小将是关于什么运动的动画片?	游泳	足球	篮球	台球
473	0	大空翼是哪部动画片的主人公?	足球小将	奥特曼	灌篮高手	蓝精灵
474	0	猫和老鼠中谁总欺负猫?	老鼠	青蛙	鱼	猫
475	0	头文字D中拓海开的车是?	FC	FD	AE86	奔驰
476	0	宫城良田喜欢的女生叫?	小兰	晴子	彩子	灰原
477	0	属于警匪影片的是?	甜蜜蜜	头文字D	不能说的秘密	警察故事
478	0	白雪公主和几个小矮人?	10	5	6	7
479	0	白雪公主中谁吃了毒苹果?	白雪公主	樱木花道	小矮人	王子
480	0	灰姑娘在晚宴中丢掉的是?	手表	钥匙	手套	鞋
481	0	奥特曼的对手是谁?	白雪公主	机器猫	流川枫	怪兽
482	0	火影忍者中头上有爱字的是?	卡卡西	我爱罗	李	小樱
483	0	幽游白书里的主人公是?	浦饭幼助	幻海	藏马	飞影
484	0	乱马中遇到冷水变女生的是?	藏马	乱马	大马	龙马
485	0	拳皇里的人物有?	奥特曼	小熊威尼	八神	飞影
486	0	不是圣斗士里的人物是?	星矢	紫龙	冰河	机器猫
487	0	动漫中是猪的造型的是?	晴天小猪	机器猫	蜡笔小新	樱桃小丸子
488	0	樱桃小丸子家里的成员有?	爷爷	舅妈	舅舅	花莲同学
489	0	谁出演过电影甜蜜蜜的女主角?	周杰伦	张曼玉	周星驰	周润发
490	0	孙悟空是哪部漫画里的人物？	多拉A梦	幽游白书	七龙珠	蓝精灵
491	0	柯南是?	男生	女生	动物	植物
492	0	谁的手是圆的?	奥特曼	柯南	白雪公主	机器猫
493	0	火影忍者中鸣人一直寻找的人是?	浦饭幼助	佐助	小樱	卡卡西
494	0	灌篮高手里湘北的教练是?	流川枫	樱木花道	安西	三井寿
495	0	妙蛙种子是什么属性?	风	火	雷	草
496	0	灌篮高手里三分球射手是?	安西	赤木	三井	宫城良田
497	0	电影功夫里周星驰练成的是?	如来神掌	打狗棒	降龙十八掌	独孤九剑
498	0	鸣人的启蒙老师是?	卡卡西	佐助	小樱	鹿丸
499	0	乱马1/2中乱马的爸爸可以变成?	机器猫	熊猫	狗	猪
500	0	幻海是浦饭的?	妈妈	爸爸	师傅	爷爷
501	0	功夫熊猫里的主角是什么动物?	熊猫	狸猫	马	猪
