398	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
399	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
400	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
401	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
402	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
403	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
404	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
405	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
406	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
407	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
408	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
409	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
410	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
411	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
412	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
413	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
414	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
415	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
416	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
417	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
418	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
419	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
420	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
