INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING
60	把画着护手的图标找出来	0	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_1	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6
61	把画着护手的图标找出来	1	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7
62	把画着护手的图标找出来	2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8
63	把画着护手的图标找出来	3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9
64	把画着护手的图标找出来	4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10
65	把画着护手的图标找出来	5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_6
66	把画着护手的图标找出来	4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2
67	把画着护手的图标找出来	3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3
68	把画着护手的图标找出来	2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4
69	把画着护手的图标找出来	1	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_10	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5
70	把画着戒指的图标找出来	0	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_1	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6
71	把画着戒指的图标找出来	1	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7
72	把画着戒指的图标找出来	2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8
73	把画着戒指的图标找出来	3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9
74	把画着戒指的图标找出来	4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10
75	把画着戒指的图标找出来	5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_10
76	把画着戒指的图标找出来	4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2
77	把画着戒指的图标找出来	3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3
78	把画着戒指的图标找出来	2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4
79	把画着戒指的图标找出来	1	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5
80	把画着头盔的图标找出来	0	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_1	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6
81	把画着头盔的图标找出来	1	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_2	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_7
82	把画着头盔的图标找出来	2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_7	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_8
83	把画着头盔的图标找出来	3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_6	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_8	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_9
84	把画着头盔的图标找出来	4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_7	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_8	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_9	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_10
85	把画着头盔的图标找出来	5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_7	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_8	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_9	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_10	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_10
86	把画着头盔的图标找出来	4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_7	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_8	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_9	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_10	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_8	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_2
87	把画着头盔的图标找出来	3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_8	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_9	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_10	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_7	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_3
88	把画着头盔的图标找出来	2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_9	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_10	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4
89	把画着头盔的图标找出来	1	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_10	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_5
90	把画着马掌的图标找出来	0	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_1	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_2	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_3	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_4	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_5	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_6
91	把画着马掌的图标找出来	1	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_2	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_2	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_4	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_5	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_6	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_7
92	把画着马掌的图标找出来	2	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_3	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_4	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_4	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_6	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_7	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_8
93	把画着马掌的图标找出来	3	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_4	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_5	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_6	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_6	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_8	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_9
94	把画着马掌的图标找出来	4	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_5	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_6	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_7	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_8	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_8	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_10
95	把画着马掌的图标找出来	5	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_6	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_7	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_8	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_9	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_10	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_10
96	把画着马掌的图标找出来	4	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_7	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_8	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_9	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_10	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_9	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_2
97	把画着马掌的图标找出来	3	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_8	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_9	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_10	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_7	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_2	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_3
98	把画着马掌的图标找出来	2	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_9	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_10	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_5	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_2	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_3	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_4
99	把画着马掌的图标找出来	1	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_10	set:CJSH_equip_mazhang_1 image:CJSH_equip_mazhang_1_3	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_2	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_3	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_4	set:CJSH_item_kuangshi_1 image:CJSH_item_kuangshi_1_5
100	把画着披风的图标找出来	0	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_2	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_1	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_1	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_1	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_1	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_1
101	把画着披风的图标找出来	1	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_2	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_1	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_2	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_2	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_2	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_2
102	把画着披风的图标找出来	2	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_3	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_3	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_4	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_3	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_3	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_3
103	把画着披风的图标找出来	3	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_4	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_4	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_4	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_7	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_4	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_4
104	把画着披风的图标找出来	4	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_5	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_5	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_5	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_5	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_8	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_5
105	把画着披风的图标找出来	5	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_6	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_6	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_6	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_6	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_6	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_10
106	把画着披风的图标找出来	4	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_7	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_7	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_7	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_7	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_9	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_7
107	把画着披风的图标找出来	3	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_8	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_8	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_8	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_6	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_8	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_8
108	把画着披风的图标找出来	2	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_9	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_9	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_5	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_9	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_9	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_9
109	把画着披风的图标找出来	1	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_10	set:CJSH_equip_pifeng_1 image:CJSH_equip_pifeng_1_3	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_10	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_10	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_10	set:CJSH_equip_taozhuang_4 image:CJSH_equip_taozhuang_4_10
110	把画着铠甲的图标找出来	0	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_1	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6
111	把画着铠甲的图标找出来	1	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7
112	把画着铠甲的图标找出来	2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8
113	把画着铠甲的图标找出来	3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9
114	把画着铠甲的图标找出来	4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10
115	把画着铠甲的图标找出来	5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_10
116	把画着铠甲的图标找出来	4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2
117	把画着铠甲的图标找出来	3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3
118	把画着铠甲的图标找出来	2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4
119	把画着铠甲的图标找出来	1	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_equip_shangyi_1 image:CJSH_equip_shangyi_1_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5
120	把画着项链的图标找出来	0	set:CJSH_equip_xianglian_1 image:CJSH_equip_xianglian_1_1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6
