INT	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING
568	100000000	7	11050003	20000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
569	100000000	8	11050003	40000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
570	100000000	9	11050003	60000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
571	100000000	7	11050004	80000000	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
572	100000000	8	11050004	80000000	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
573	100000000	9	11050004	80000000	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
574	100000000	10	11050001	80000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
575	100000000	12	11050001	60000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
576	100000000	14	11050001	40000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
577	100000000	16	11050001	20000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
578	100000000	10	11050002	80000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
579	100000000	12	11050002	60000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
580	100000000	14	11050002	40000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
581	100000000	10	11050003	80000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
582	100000000	12	11050003	60000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
583	100000000	14	11050003	40000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
584	100000000	10	11050004	20000000	1	11050004	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
585	100000000	12	11050004	20000000	1	11050004	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
586	100000000	14	11050004	20000000	1	11050004	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#景教堂每5级一段																														
587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
588	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
589	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
590	100000000	3	11990203|11990204	100000000	1	11030601|11030632|11030633	100000000	3	11990303|11990304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
591	100000000	3	11990204|11990205	100000000	1	11030601|11030602|11030603|11030634	100000000	3	11990304|11990305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
592	100000000	3	11990205|11990206	100000000	1	11030602|11030603|11030634	100000000	3	11990305|11990306	50000000	1	11030606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
593	100000000	3	11990206|11990207	100000000	1	11030602|11030603|11030634	100000000	3	11990306|11990307	50000000	1	11030606|11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
594	100000000	3	11990206|11990207	100000000	1	11030602|11030603|11030634	100000000	3	11990306|11990307	50000000	1	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	1	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
595	100000000	3	11990206|11990207	100000000	1	11030602|11030603|11030634	100000000	3	11990306|11990307	50000000	1	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	1	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
596	100000000	1	11990203|11990204	100000000	3	11030601|11030632|11030633	100000000	1	11990303|11990304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
597	100000000	1	11990204|11990205	100000000	3	11030601|11030602|11030603|11030634	100000000	1	11990304|11990305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
598	100000000	1	11990205|11990206	100000000	3	11030602|11030603|11030634	100000000	1	11990305|11990306	50000000	1	11030606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
599	100000000	1	11990206|11990207	100000000	3	11030602|11030603|11030634	100000000	1	11990306|11990307	50000000	1	11030606|11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	100000000	1	11990206|11990207	100000000	3	11030602|11030603|11030634	100000000	1	11990306|11990307	50000000	1	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	1	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
601	100000000	1	11990206|11990207	100000000	3	11030602|11030603|11030634	100000000	1	11990306|11990307	50000000	1	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	1	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
602	100000000	2	11990203|11990204	100000000	2	11030601|11030632|11030633	100000000	2	11990303|11990304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
603	100000000	2	11990204|11990205	100000000	2	11030601|11030602|11030603|11030634	100000000	2	11990304|11990305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
604	100000000	2	11990205|11990206	100000000	2	11030602|11030603|11030634	100000000	2	11990305|11990306	100000000	2	11030606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
605	100000000	2	11990206|11990207	100000000	2	11030602|11030603|11030634	100000000	2	11990306|11990307	100000000	2	11030606|11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
606	100000000	2	11990206|11990207	100000000	2	11030602|11030603|11030634	100000000	2	11990306|11990307	100000000	2	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	1	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
607	100000000	2	11990206|11990207	100000000	2	11030602|11030603|11030634	100000000	2	11990306|11990307	100000000	2	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	1	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#黄河坞每5级一段																														
608	15000000	1	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
609	30000000	1	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
610	45000000	1	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
611	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
612	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
614	100000000	10	11020501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
615	100000000	20	11020501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
616	100000000	10	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
617	100000000	20	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
618	100000000	10	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
620	100000000	20	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
621	100000000	5	11030501	100000000	5	11020501	100000000	5	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
622	100000000	10	11030501	100000000	10	11020501	100000000	10	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
623	100000000	15	11030501	100000000	15	11020501	100000000	15	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
624	100000000	15	11030501	100000000	15	11020501	100000000	15	11030405	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#轮回台每5级一段																														
625	100000000	1	11000200	100000000	1	11050001	4290000	1	10294001|10294011|10294021|10294031|10294041|10294051|10298018|10298022|10298026|10298030|10298034|10298038	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
626	100000000	2	11000200	100000000	2	11050001	4290000	1	10294001|10294011|10294021|10294031|10294041|10294051|10298018|10298022|10298026|10298030|10298034|10298038	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
627	100000000	1	11000201	100000000	2	11050001	4290000	1	10294001|10294011|10294021|10294031|10294041|10294051|10298018|10298022|10298026|10298030|10298034|10298038	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
628	100000000	1	11000201	100000000	1	11050002	4290000	1	10294001|10294011|10294021|10294031|10294041|10294051|10298018|10298022|10298026|10298030|10298034|10298038	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
629	100000000	2	11000201	100000000	1	11050002	3000000	1	10294002|10294012|10294022|10294032|10294042|10294052|10298019|10298023|10298027|10298031|10298035|10298039	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
630	100000000	2	11000201	100000000	2	11050002	3000000	1	10294002|10294012|10294022|10294032|10294042|10294052|10298019|10298023|10298027|10298031|10298035|10298039	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
631	100000000	1	11000202	100000000	2	11050002	3000000	1	10294002|10294012|10294022|10294032|10294042|10294052|10298019|10298023|10298027|10298031|10298035|10298039	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
632	100000000	1	11000202	100000000	1	11050003	940000	1	10294003|10294013|10294023|10294033|10294043|10294053|10298020|10298024|10298028|10298032|10298036|10298040	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
633	100000000	2	11000202	100000000	1	11050003	940000	1	10294003|10294013|10294023|10294033|10294043|10294053|10298020|10298024|10298028|10298032|10298036|10298040	2000	1	10310023	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1
634	100000000	2	11000202	100000000	2	11050003	940000	1	10294003|10294013|10294023|10294033|10294043|10294053|10298020|10298024|10298028|10298032|10298036|10298040	2000	1	10310023	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	-1	-1	-1	-1	-1	-1	-1	-1	-1
635	100000000	2	11000203	100000000	1	11050004	940000	1	10294004|10294014|10294024|10294034|10294044|10294054|10298021|10298025|10298029|10298033|10298037|10298041	2000	1	10310023	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	100000000	1	12031014|12031015|12031006	100000000	1	12031014|12031015|12031006	100000000	2	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1
#	现金副本箱子产出配置																													
#	现金千佛窟																													
636	100000000	84	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
637	100000000	84	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
638	100000000	84	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	现金战神墓																													
639	100000000	84	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
640	100000000	84	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
641	100000000	84	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	现金景教堂																													
642	100000000	12	11990203|11990204	100000000	4	11030601|11030632|11030633	100000000	12	11990303|11990304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
643	100000000	12	11990204|11990205	100000000	4	11030601|11030602|11030603|11030634	100000000	12	11990304|11990305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
644	100000000	12	11990205|11990206	100000000	4	11030602|11030603|11030634	100000000	12	11990305|11990306	50000000	4	11030606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
645	100000000	12	11990206|11990207	100000000	4	11030602|11030603|11030634	100000000	12	11990306|11990307	50000000	4	11030606|11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
646	100000000	12	11990206|11990207	100000000	4	11030602|11030603|11030634	100000000	12	11990306|11990307	50000000	4	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	4	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
647	100000000	12	11990206|11990207	100000000	4	11030602|11030603|11030634	100000000	12	11990306|11990307	50000000	4	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	4	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
648	100000000	4	11990203|11990204	100000000	12	11030601|11030632|11030633	100000000	4	11990303|11990304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
649	100000000	4	11990204|11990205	100000000	12	11030601|11030602|11030603|11030634	100000000	4	11990304|11990305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
650	100000000	4	11990205|11990206	100000000	12	11030602|11030603|11030634	100000000	4	11990305|11990306	50000000	4	11030606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
651	100000000	4	11990206|11990207	100000000	12	11030602|11030603|11030634	100000000	4	11990306|11990307	50000000	4	11030606|11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
652	100000000	4	11990206|11990207	100000000	12	11030602|11030603|11030634	100000000	4	11990306|11990307	50000000	4	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	4	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
653	100000000	4	11990206|11990207	100000000	12	11030602|11030603|11030634	100000000	4	11990306|11990307	50000000	4	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	4	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
654	100000000	8	11990203|11990204	100000000	8	11030601|11030632|11030633	100000000	8	11990303|11990304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
655	100000000	8	11990204|11990205	100000000	8	11030601|11030602|11030603|11030634	100000000	8	11990304|11990305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
656	100000000	8	11990205|11990206	100000000	8	11030602|11030603|11030634	100000000	8	11990305|11990306	100000000	8	11030606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
657	100000000	8	11990206|11990207	100000000	8	11030602|11030603|11030634	100000000	8	11990306|11990307	100000000	8	11030606|11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
658	100000000	8	11990206|11990207	100000000	8	11030602|11030603|11030634	100000000	8	11990306|11990307	100000000	8	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	4	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
659	100000000	8	11990206|11990207	100000000	8	11030602|11030603|11030634	100000000	8	11990306|11990307	100000000	8	11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	1000000	4	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	现金黄河坞																													
660	100000000	40	11020501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
661	100000000	80	11020501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
662	100000000	40	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
663	100000000	80	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
664	100000000	80	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
665	100000000	80	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
666	100000000	10	11030501	100000000	10	11020501	100000000	10	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
667	100000000	20	11030501	100000000	20	11020501	100000000	20	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
668	100000000	30	11030501	100000000	30	11020501	100000000	30	11030405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	现金战神墓补充天之龙眼石																													
669	100000000	84	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	婆罗洲																													
670	100000000	6	11000202	100000000	4	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
671	100000000	6	11000200	100000000	4	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
672	100000000	6	11000201	100000000	2	11030501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
673	100000000	8	11000202	100000000	8	11020502	100000000	8	11030502	100000000	6	11970021	100000000	1	11000300	100000000	1	12054300	100000000	3	11000902	100000000	6	11000501	31300000	1	10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	-1	-1	-1
674	100000000	2	11020502	100000000	2	11030502	100000000	1	12054300	100000000	1	11000902	100000000	1	11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	对马岛BOSS																													
675	100000000	1	10310025	100000000	1	12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110206|12110207	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	三番宝箱																													
676	100000000	6	11000505	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
677	100000000	6	11000506	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	年兽																													
678	100000000	3	11020502	100000000	3	11030405	100000000	3	11000201	100000000	3	11050002	100000000	3	11000202	100000000	3	11030502	100000000	3	11050003	100000000	3	12030201	-1	-1	-1	-1	-1	-1
679	100000000	3	12031019	100000000	1	12031005|12031006|11990011|12030210|12050009	100000000	1	11990012|11000501|12010020|11000800	100000000	1	12041110|12041111|12041112	50000000	1	12030202|12110207|12030200|11990110	10000000	1	11000502|11000504|11000500|11000503	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	黄金三番宝箱																													
680	100000000	2	12052401|12052411|12052421|12052171	50000000	1	12052401|12052411|12052421|12052171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
681	100000000	2	12052401|12052411|12052421|12052171	50000000	1	12052401|12052411|12052421|12052171	10000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
682	5000000	1	11000300	100000000	2	12052451|12052461|12052071	5000000	1	10284002|10284012|10284022|10284032|10284042|10284052|10294002|10294012|10294022|10294032|10294042|10294052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
683	5000000	1	11000300	100000000	2	12052451|12052461|12052071	5000000	1	10284002|10284012|10284022|10284032|10284042|10284052|10294002|10294012|10294022|10294032|10294042|10294052	10000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
684	100000000	2	12052431|12052441|12052061	10000	1	10310005	1550000	1	10284003|10284013|10284023|10284033|10284043|10284053|10294003|10294013|10294023|10294033|10294043|10294053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
685	100000000	15	11020502	100000000	15	11030502	100000000	6	12052061|12052081|12052441|12052431	5000000	1	10294004|10294014|10294024|10294034|10294044|10294054|10284004|10284014|10284024|10284034|10284044|10284054	15000000	1	10310000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	新三番宝箱掉落，20级开始每5级一个掉落ID																													
